customer_id,store,floor,timestamp
20,Tehnomanija,0,2024-12-01 09:46:00
20,Replay,0,2024-12-01 10:13:00
20,nFashion,0,2024-12-01 10:55:00
21,Nike,0,2024-12-01 09:05:00
21,Jasmin,0,2024-12-01 09:38:00
22,Nike,0,2024-12-01 09:10:00
22,Adidas,1,2024-12-01 09:44:00
22,Stradivarius,1,2024-12-01 10:14:00
22,Bershka,1,2024-12-01 10:44:00
22,XYZ,1,2024-12-01 11:24:00
23,Mi,0,2024-12-01 09:08:00
24,nSport,1,2024-12-01 09:15:00
24,Adidas,1,2024-12-01 09:27:00
24,Superdry,1,2024-12-01 10:00:00
24,Games,1,2024-12-01 10:38:00
24,Gigatron,1,2024-12-01 11:08:00
25,McDonalds,2,2024-12-01 09:23:00
26,DM,0,2024-12-01 09:07:00
26,Sephora,1,2024-12-01 09:38:00
27,SportVision,0,2024-12-01 09:02:00
27,XYZ,1,2024-12-01 09:36:00
27,Fashion Friends,1,2024-12-01 09:47:00
27,Adidas,1,2024-12-01 09:57:00
27,nSport,1,2024-12-01 10:18:00
28,Sephora,1,2024-12-01 09:08:00
28,Jasmin,0,2024-12-01 09:39:00
28,DM,0,2024-12-01 10:04:00
29,nFashion,0,2024-12-01 09:12:00
29,DM,0,2024-12-01 09:43:00
29,Jasmin,0,2024-12-01 10:19:00
30,Adidas,1,2024-12-01 09:19:00
30,SportVision,0,2024-12-01 09:51:00
30,Tehnomanija,0,2024-12-01 10:17:00
31,UnderArmour,0,2024-12-01 09:18:00
31,SportVision,0,2024-12-01 09:52:00
31,Adidas,1,2024-12-01 10:25:00
32,Adidas,1,2024-12-01 09:00:00
32,nSport,1,2024-12-01 09:43:00
33,Bershka,1,2024-12-01 09:27:00
33,Adidas,1,2024-12-01 10:07:00
33,Gigatron,1,2024-12-01 10:47:00
33,Games,1,2024-12-01 11:00:00
34,Mi,0,2024-12-01 09:00:00
34,Nike,0,2024-12-01 09:15:00
34,Adidas,1,2024-12-01 09:48:00
34,nSport,1,2024-12-01 10:27:00
34,Sephora,1,2024-12-01 11:00:00
35,Zara,1,2024-12-01 09:13:00
36,Stradivarius,1,2024-12-01 09:05:00
36,Adidas,1,2024-12-01 09:15:00
36,Superdry,1,2024-12-01 09:40:00
36,XYZ,1,2024-12-01 10:15:00
37,DM,0,2024-12-01 09:01:00
37,Sephora,1,2024-12-01 09:37:00
37,Bershka,1,2024-12-01 09:47:00
37,Stradivarius,1,2024-12-01 10:19:00
38,SportVision,0,2024-12-01 09:05:00
38,nFashion,0,2024-12-01 09:35:00
38,Replay,0,2024-12-01 10:18:00
38,UnderArmour,0,2024-12-01 10:57:00
39,Adidas,1,2024-12-01 09:04:00
39,nSport,1,2024-12-01 09:30:00
39,Philips,0,2024-12-01 09:43:00
39,Tehnomanija,0,2024-12-01 10:10:00
40,Philips,0,2024-12-01 09:17:00
41,Fashion Friends,1,2024-12-01 09:14:00
42,Superdry,1,2024-12-01 09:16:00
42,Fashion Friends,1,2024-12-01 09:56:00
42,Gigatron,1,2024-12-01 10:36:00
42,Jasmin,0,2024-12-01 10:53:00
42,DM,0,2024-12-01 11:19:00
43,McDonalds,2,2024-12-01 09:08:00
44,Replay,0,2024-12-01 09:00:00
44,McDonalds,2,2024-12-01 09:19:00
45,Adidas,1,2024-12-01 09:01:00
45,nSport,1,2024-12-01 09:19:00
45,UnderArmour,0,2024-12-01 10:02:00
46,SportVision,0,2024-12-01 09:22:00
46,Bershka,1,2024-12-01 09:47:00
46,Stradivarius,1,2024-12-01 10:10:00
46,Games,1,2024-12-01 10:46:00
46,Adidas,1,2024-12-01 11:16:00
47,Replay,0,2024-12-01 09:18:00
47,nFashion,0,2024-12-01 09:37:00
48,Jasmin,0,2024-12-01 09:28:00
49,Lilly,1,2024-12-01 09:01:00
49,Sephora,1,2024-12-01 09:32:00
49,Games,1,2024-12-01 10:17:00
49,Stradivarius,1,2024-12-01 10:38:00
49,Bershka,1,2024-12-01 11:19:00
50,Games,1,2024-12-01 09:25:00
50,Gigatron,1,2024-12-01 09:47:00
50,Sephora,1,2024-12-01 10:11:00
50,XYZ,1,2024-12-01 10:27:00
50,Superdry,1,2024-12-01 11:05:00
51,SportVision,0,2024-12-01 09:12:00
51,nFashion,0,2024-12-01 09:51:00
51,H&M,0,2024-12-01 10:07:00
51,McDonalds,2,2024-12-01 10:26:00
52,SportVision,0,2024-12-01 09:00:00
52,Nike,0,2024-12-01 09:30:00
52,Mi,0,2024-12-01 10:03:00
52,Zara,1,2024-12-01 10:34:00
52,Stradivarius,1,2024-12-01 11:07:00
53,Gigatron,1,2024-12-01 09:25:00
53,Games,1,2024-12-01 10:00:00
53,Adidas,1,2024-12-01 10:42:00
53,Zara,1,2024-12-01 11:18:00
53,Stradivarius,1,2024-12-01 11:32:00
54,Jasmin,0,2024-12-01 09:14:00
54,DM,0,2024-12-01 09:59:00
55,Jasmin,0,2024-12-01 09:16:00
55,DM,0,2024-12-01 09:38:00
55,AsianFood,2,2024-12-01 09:53:00
56,Replay,0,2024-12-01 09:23:00
56,Pull&Bear,0,2024-12-01 09:57:00
56,H&M,0,2024-12-01 10:34:00
57,Fashion Friends,1,2024-12-01 09:10:00
58,XYZ,1,2024-12-01 09:01:00
58,nFashion,0,2024-12-01 09:17:00
58,Replay,0,2024-12-01 09:27:00
59,nFashion,0,2024-12-01 09:09:00
59,Replay,0,2024-12-01 09:40:00
60,Games,1,2024-12-01 09:28:00
61,BurritoMadre,2,2024-12-01 09:23:00
61,Stradivarius,1,2024-12-01 09:40:00
61,H&M,0,2024-12-01 10:03:00
61,Pull&Bear,0,2024-12-01 10:29:00
62,Gigatron,1,2024-12-01 09:17:00
62,Tehnomanija,0,2024-12-01 09:43:00
62,Replay,0,2024-12-01 10:18:00
62,nFashion,0,2024-12-01 10:53:00
62,DM,0,2024-12-01 11:22:00
63,Superdry,1,2024-12-01 09:07:00
64,Gigatron,1,2024-12-01 09:02:00
64,Tehnomanija,0,2024-12-01 09:21:00
65,H&M,0,2024-12-01 09:02:00
65,UnderArmour,0,2024-12-01 09:31:00
65,SportVision,0,2024-12-01 10:06:00
65,McDonalds,2,2024-12-01 10:22:00
66,Adidas,1,2024-12-01 09:19:00
66,Zara,1,2024-12-01 09:47:00
66,Stradivarius,1,2024-12-01 10:11:00
67,Jasmin,0,2024-12-01 09:17:00
67,Sephora,1,2024-12-01 10:00:00
67,Lilly,1,2024-12-01 10:23:00
68,UnderArmour,0,2024-12-01 09:07:00
68,Nike,0,2024-12-01 09:33:00
68,SportVision,0,2024-12-01 10:11:00
69,AsianFood,2,2024-12-01 09:02:00
69,Sephora,1,2024-12-01 09:14:00
69,Lilly,1,2024-12-01 09:30:00
69,XYZ,1,2024-12-01 10:07:00
69,Fashion Friends,1,2024-12-01 10:39:00
70,Replay,0,2024-12-01 09:06:00
70,nFashion,0,2024-12-01 09:28:00
70,Pull&Bear,0,2024-12-01 09:50:00
70,Bershka,1,2024-12-01 10:21:00
70,nSport,1,2024-12-01 10:48:00
71,UnderArmour,0,2024-12-01 09:23:00
71,Adidas,1,2024-12-01 09:45:00
72,DM,0,2024-12-01 09:18:00
72,Jasmin,0,2024-12-01 10:01:00
73,Bershka,1,2024-12-01 09:08:00
73,Zara,1,2024-12-01 09:30:00
73,Stradivarius,1,2024-12-01 10:07:00
74,Gigatron,1,2024-12-01 09:09:00
74,H&M,0,2024-12-01 09:37:00
74,Pull&Bear,0,2024-12-01 10:01:00
75,Adidas,1,2024-12-01 09:28:00
75,Lilly,1,2024-12-01 09:52:00
76,Obrock,2,2024-12-01 09:11:00
77,Philips,0,2024-12-01 09:26:00
78,Jasmin,0,2024-12-01 09:10:00
78,Sephora,1,2024-12-01 09:27:00
78,Lilly,1,2024-12-01 09:51:00
78,Stradivarius,1,2024-12-01 10:33:00
79,Nike,0,2024-12-01 09:30:00
79,DM,0,2024-12-01 10:08:00
79,Stradivarius,1,2024-12-01 10:50:00
80,H&M,0,2024-12-01 09:23:00
80,Pull&Bear,0,2024-12-01 09:35:00
80,Adidas,1,2024-12-01 09:59:00
81,SportVision,0,2024-12-01 09:12:00
81,Nike,0,2024-12-01 09:23:00
81,Adidas,1,2024-12-01 10:07:00
81,nSport,1,2024-12-01 10:34:00
81,Lilly,1,2024-12-01 11:09:00
82,Tehnomanija,0,2024-12-01 09:25:00
82,Mi,0,2024-12-01 10:03:00
82,Philips,0,2024-12-01 10:41:00
83,Gigatron,1,2024-12-01 09:08:00
83,Games,1,2024-12-01 09:34:00
84,Zara,1,2024-12-01 09:05:00
84,Bershka,1,2024-12-01 09:40:00
84,Fashion Friends,1,2024-12-01 09:50:00
84,Games,1,2024-12-01 10:00:00
84,Lilly,1,2024-12-01 10:30:00
85,Tehnomanija,0,2024-12-01 09:29:00
85,Philips,0,2024-12-01 09:44:00
85,Mi,0,2024-12-01 10:13:00
86,Nike,0,2024-12-01 09:03:00
87,Fashion Friends,1,2024-12-01 09:28:00
88,Superdry,1,2024-12-01 09:09:00
88,Stradivarius,1,2024-12-01 09:22:00
88,Games,1,2024-12-01 10:01:00
88,XYZ,1,2024-12-01 10:20:00
88,Fashion Friends,1,2024-12-01 11:04:00
89,nFashion,0,2024-12-01 09:08:00
89,Bershka,1,2024-12-01 09:22:00
89,Stradivarius,1,2024-12-01 09:33:00
89,Philips,0,2024-12-01 10:07:00
89,Mi,0,2024-12-01 10:32:00
90,DM,0,2024-12-01 09:28:00
90,Mi,0,2024-12-01 09:58:00
90,H&M,0,2024-12-01 10:12:00
90,Nike,0,2024-12-01 10:28:00
90,SportVision,0,2024-12-01 10:43:00
91,Gigatron,1,2024-12-01 09:04:00
91,Adidas,1,2024-12-01 09:48:00
91,Games,1,2024-12-01 10:03:00
91,Mi,0,2024-12-01 10:28:00
91,DM,0,2024-12-01 10:40:00
92,Pull&Bear,0,2024-12-01 09:19:00
92,Sephora,1,2024-12-01 09:55:00
92,nSport,1,2024-12-01 10:14:00
93,nSport,1,2024-12-01 09:07:00
93,Adidas,1,2024-12-01 09:33:00
94,AsianFood,2,2024-12-01 09:15:00
95,Replay,0,2024-12-01 09:18:00
95,nFashion,0,2024-12-01 09:33:00
95,Fashion Friends,1,2024-12-01 10:06:00
96,Superdry,1,2024-12-01 09:24:00
96,DM,0,2024-12-01 09:58:00
96,Gigatron,1,2024-12-01 10:23:00
97,Zara,1,2024-12-01 09:10:00
98,Jasmin,0,2024-12-01 09:13:00
98,DM,0,2024-12-01 09:48:00
99,Nike,0,2024-12-01 09:04:00
99,SportVision,0,2024-12-01 09:32:00
99,DM,0,2024-12-01 09:42:00
99,Jasmin,0,2024-12-01 10:04:00
100,Fashion Friends,1,2024-12-01 09:27:00
100,Superdry,1,2024-12-01 09:46:00
100,nSport,1,2024-12-01 09:58:00
100,Zara,1,2024-12-01 10:13:00
101,Adidas,1,2024-12-01 09:25:00
101,nSport,1,2024-12-01 09:50:00
101,XYZ,1,2024-12-01 10:25:00
102,Gigatron,1,2024-12-01 09:04:00
102,XYZ,1,2024-12-01 09:42:00
102,Superdry,1,2024-12-01 10:00:00
102,Fashion Friends,1,2024-12-01 10:18:00
102,Games,1,2024-12-01 10:53:00
103,Fashion Friends,1,2024-12-01 09:20:00
103,nFashion,0,2024-12-01 10:04:00
103,Replay,0,2024-12-01 10:43:00
103,Pull&Bear,0,2024-12-01 11:15:00
103,Mi,0,2024-12-01 11:25:00
104,Mi,0,2024-12-01 09:00:00
104,Tehnomanija,0,2024-12-01 09:12:00
104,Philips,0,2024-12-01 09:55:00
105,Jasmin,0,2024-12-01 09:01:00
106,Stradivarius,1,2024-12-01 09:21:00
106,McDonalds,2,2024-12-01 10:00:00
107,Replay,0,2024-12-01 09:27:00
107,Jasmin,0,2024-12-01 09:45:00
107,DM,0,2024-12-01 10:08:00
108,Games,1,2024-12-01 09:18:00
109,Pull&Bear,0,2024-12-01 09:25:00
109,H&M,0,2024-12-01 09:45:00
110,Nike,0,2024-12-01 09:11:00
110,SportVision,0,2024-12-01 09:47:00
110,UnderArmour,0,2024-12-01 10:12:00
111,Replay,0,2024-12-01 09:15:00
111,Mi,0,2024-12-01 09:34:00
111,Pull&Bear,0,2024-12-01 09:51:00
111,Stradivarius,1,2024-12-01 10:36:00
111,Zara,1,2024-12-01 11:02:00
112,Sephora,1,2024-12-01 09:04:00
112,Fashion Friends,1,2024-12-01 09:33:00
113,Mi,0,2024-12-01 09:29:00
113,nFashion,0,2024-12-01 09:40:00
113,SportVision,0,2024-12-01 10:17:00
113,Replay,0,2024-12-01 10:59:00
113,XYZ,1,2024-12-01 11:23:00
114,Fashion Friends,1,2024-12-01 09:19:00
114,XYZ,1,2024-12-01 09:55:00
114,nFashion,0,2024-12-01 10:29:00
115,Stradivarius,1,2024-12-01 09:09:00
115,Bershka,1,2024-12-01 09:23:00
115,Zara,1,2024-12-01 09:44:00
115,Obrock,2,2024-12-01 10:15:00
116,Zara,1,2024-12-01 09:00:00
116,Bershka,1,2024-12-01 09:43:00
117,Bershka,1,2024-12-01 09:17:00
117,Stradivarius,1,2024-12-01 09:34:00
117,H&M,0,2024-12-01 09:53:00
118,Games,1,2024-12-01 09:01:00
118,Gigatron,1,2024-12-01 09:12:00
118,Philips,0,2024-12-01 09:30:00
118,Tehnomanija,0,2024-12-01 10:06:00
119,Games,1,2024-12-01 09:01:00
119,Stradivarius,1,2024-12-01 09:26:00
119,Obrock,2,2024-12-01 09:40:00
120,McDonalds,2,2024-12-01 09:01:00
120,Fashion Friends,1,2024-12-01 09:24:00
120,Adidas,1,2024-12-01 10:09:00
120,nSport,1,2024-12-01 10:26:00
121,Sephora,1,2024-12-01 09:20:00
122,Replay,0,2024-12-01 09:29:00
123,SportVision,0,2024-12-01 09:04:00
123,UnderArmour,0,2024-12-01 09:31:00
123,Nike,0,2024-12-01 09:57:00
124,Gigatron,1,2024-12-01 09:00:00
124,Games,1,2024-12-01 09:45:00
125,Tehnomanija,0,2024-12-01 09:16:00
125,nFashion,0,2024-12-01 09:29:00
126,Games,1,2024-12-01 09:05:00
126,Philips,0,2024-12-01 09:40:00
127,Gigatron,1,2024-12-01 09:02:00
127,Mi,0,2024-12-01 09:15:00
127,DM,0,2024-12-01 09:37:00
127,Jasmin,0,2024-12-01 09:49:00
128,Jasmin,0,2024-12-01 09:23:00
129,Mi,0,2024-12-01 09:30:00
129,Philips,0,2024-12-01 10:11:00
129,Games,1,2024-12-01 10:46:00
129,Gigatron,1,2024-12-01 11:02:00
130,Sephora,1,2024-12-01 09:25:00
130,Jasmin,0,2024-12-01 09:55:00
130,DM,0,2024-12-01 10:21:00
131,Mi,0,2024-12-01 09:09:00
131,Fashion Friends,1,2024-12-01 09:33:00
131,Gigatron,1,2024-12-01 10:15:00
132,Replay,0,2024-12-01 09:27:00
132,UnderArmour,0,2024-12-01 09:43:00
132,Nike,0,2024-12-01 10:09:00
132,SportVision,0,2024-12-01 10:22:00
133,nFashion,0,2024-12-01 09:23:00
133,Tehnomanija,0,2024-12-01 10:01:00
133,Mi,0,2024-12-01 10:22:00
134,UnderArmour,0,2024-12-01 09:27:00
135,nSport,1,2024-12-01 09:09:00
135,Gigatron,1,2024-12-01 09:21:00
135,Tehnomanija,0,2024-12-01 09:52:00
135,Philips,0,2024-12-01 10:25:00
136,UnderArmour,0,2024-12-01 09:29:00
136,Nike,0,2024-12-01 10:05:00
136,Adidas,1,2024-12-01 10:39:00
137,Stradivarius,1,2024-12-01 09:09:00
137,Bershka,1,2024-12-01 09:54:00
137,Lilly,1,2024-12-01 10:34:00
138,Superdry,1,2024-12-01 09:00:00
138,XYZ,1,2024-12-01 09:40:00
138,Bershka,1,2024-12-01 10:09:00
139,Philips,0,2024-12-01 09:24:00
139,Gigatron,1,2024-12-01 10:00:00
139,McDonalds,2,2024-12-01 10:25:00
140,XYZ,1,2024-12-01 09:21:00
141,Tehnomanija,0,2024-12-01 09:19:00
141,Philips,0,2024-12-01 09:55:00
141,Superdry,1,2024-12-01 10:31:00
141,Sephora,1,2024-12-01 10:43:00
142,Nike,0,2024-12-01 09:20:00
142,SportVision,0,2024-12-01 09:44:00
142,Mi,0,2024-12-01 10:14:00
142,XYZ,1,2024-12-01 10:25:00
143,nFashion,0,2024-12-01 09:06:00
143,Replay,0,2024-12-01 09:43:00
143,Pull&Bear,0,2024-12-01 10:26:00
143,Stradivarius,1,2024-12-01 10:49:00
144,Stradivarius,1,2024-12-01 09:17:00
144,Zara,1,2024-12-01 09:33:00
145,Nike,0,2024-12-01 09:26:00
146,H&M,0,2024-12-01 09:23:00
146,Pull&Bear,0,2024-12-01 09:50:00
147,H&M,0,2024-12-01 09:22:00
147,Replay,0,2024-12-01 09:41:00
147,nFashion,0,2024-12-01 09:58:00
147,nSport,1,2024-12-01 10:27:00
147,Adidas,1,2024-12-01 10:54:00
148,Lilly,1,2024-12-01 09:25:00
148,Games,1,2024-12-01 09:38:00
148,Gigatron,1,2024-12-01 10:05:00
149,Mi,0,2024-12-01 09:15:00
149,Nike,0,2024-12-01 09:50:00
150,Replay,0,2024-12-01 09:05:00
150,Fashion Friends,1,2024-12-01 09:23:00
150,Superdry,1,2024-12-01 10:01:00
150,XYZ,1,2024-12-01 10:43:00
151,Stradivarius,1,2024-12-01 09:16:00
151,Bershka,1,2024-12-01 10:01:00
152,Stradivarius,1,2024-12-01 09:24:00
152,Zara,1,2024-12-01 09:34:00
152,Pull&Bear,0,2024-12-01 10:03:00
152,Replay,0,2024-12-01 10:48:00
153,Lilly,1,2024-12-01 09:22:00
153,SportVision,0,2024-12-01 10:00:00
153,Nike,0,2024-12-01 10:24:00
153,UnderArmour,0,2024-12-01 10:44:00
153,Adidas,1,2024-12-01 11:22:00
154,Zara,1,2024-12-01 09:12:00
154,Stradivarius,1,2024-12-01 09:24:00
154,Lilly,1,2024-12-01 10:07:00
154,McDonalds,2,2024-12-01 10:17:00
155,AsianFood,2,2024-12-01 09:21:00
155,Bershka,1,2024-12-01 09:59:00
155,Zara,1,2024-12-01 10:16:00
155,Tehnomanija,0,2024-12-01 10:37:00
156,KFC,2,2024-12-01 09:23:00
157,SportVision,0,2024-12-01 09:09:00
158,Bershka,1,2024-12-01 09:29:00
159,Mi,0,2024-12-01 09:10:00
159,Philips,0,2024-12-01 09:38:00
159,Pull&Bear,0,2024-12-01 10:12:00
159,H&M,0,2024-12-01 10:33:00
159,Tehnomanija,0,2024-12-01 11:18:00
160,Adidas,1,2024-12-01 09:09:00
160,McDonalds,2,2024-12-01 09:27:00
161,Replay,0,2024-12-01 09:26:00
161,Pull&Bear,0,2024-12-01 09:51:00
161,H&M,0,2024-12-01 10:28:00
162,Zara,1,2024-12-01 09:11:00
163,Lilly,1,2024-12-01 09:05:00
163,Gigatron,1,2024-12-01 09:46:00
164,Zara,1,2024-12-01 09:20:00
164,Bershka,1,2024-12-01 09:44:00
164,nSport,1,2024-12-01 10:28:00
165,Mi,0,2024-12-01 09:26:00
165,Tehnomanija,0,2024-12-01 09:59:00
165,nSport,1,2024-12-01 10:14:00
165,Adidas,1,2024-12-01 10:46:00
166,Games,1,2024-12-01 09:11:00
166,Fashion Friends,1,2024-12-01 09:30:00
166,AsianFood,2,2024-12-01 09:47:00
167,McDonalds,2,2024-12-01 09:27:00
167,Pull&Bear,0,2024-12-01 09:49:00
167,Zara,1,2024-12-01 10:19:00
167,Stradivarius,1,2024-12-01 10:47:00
167,Bershka,1,2024-12-01 11:11:00
168,Lilly,1,2024-12-01 09:00:00
169,Bershka,1,2024-12-01 09:07:00
169,Sephora,1,2024-12-01 09:32:00
169,Lilly,1,2024-12-01 09:43:00
169,H&M,0,2024-12-01 10:08:00
169,Nike,0,2024-12-01 10:42:00
170,SportVision,0,2024-12-01 09:25:00
171,McDonalds,2,2024-12-01 09:10:00
172,Fashion Friends,1,2024-12-01 09:11:00
172,Bershka,1,2024-12-01 09:38:00
172,Lilly,1,2024-12-01 10:02:00
172,BurritoMadre,2,2024-12-01 10:25:00
173,Lilly,1,2024-12-01 09:18:00
173,Sephora,1,2024-12-01 09:33:00
173,Games,1,2024-12-01 09:58:00
173,Nike,0,2024-12-01 10:20:00
174,Tehnomanija,0,2024-12-01 09:00:00
174,XYZ,1,2024-12-01 09:36:00
174,Adidas,1,2024-12-01 10:18:00
175,nSport,1,2024-12-01 09:15:00
175,UnderArmour,0,2024-12-01 09:28:00
175,SportVision,0,2024-12-01 10:09:00
175,nFashion,0,2024-12-01 10:42:00
175,Replay,0,2024-12-01 11:06:00
176,SportVision,0,2024-12-01 09:10:00
176,nSport,1,2024-12-01 09:28:00
176,Adidas,1,2024-12-01 09:59:00
176,UnderArmour,0,2024-12-01 10:24:00
176,Bershka,1,2024-12-01 10:35:00
177,Mi,0,2024-12-01 09:09:00
177,Philips,0,2024-12-01 09:31:00
177,Tehnomanija,0,2024-12-01 10:00:00
177,McDonalds,2,2024-12-01 10:27:00
178,Tehnomanija,0,2024-12-01 09:12:00
178,Games,1,2024-12-01 09:47:00
178,McDonalds,2,2024-12-01 10:29:00
179,Superdry,1,2024-12-01 09:03:00
180,DM,0,2024-12-01 09:27:00
180,Sephora,1,2024-12-01 10:03:00
181,Stradivarius,1,2024-12-01 09:03:00
181,nFashion,0,2024-12-01 09:29:00
182,nSport,1,2024-12-01 09:09:00
182,Stradivarius,1,2024-12-01 09:34:00
182,SportVision,0,2024-12-01 10:13:00
182,UnderArmour,0,2024-12-01 10:28:00
182,Games,1,2024-12-01 10:48:00
183,DM,0,2024-12-01 09:15:00
184,DM,0,2024-12-01 09:07:00
184,Jasmin,0,2024-12-01 09:43:00
184,Fashion Friends,1,2024-12-01 10:13:00
184,Superdry,1,2024-12-01 10:37:00
184,XYZ,1,2024-12-01 11:13:00
185,UnderArmour,0,2024-12-01 09:09:00
185,SportVision,0,2024-12-01 09:20:00
186,Zara,1,2024-12-01 09:11:00
187,BurritoMadre,2,2024-12-01 09:25:00
187,Stradivarius,1,2024-12-01 09:52:00
187,Zara,1,2024-12-01 10:02:00
188,Stradivarius,1,2024-12-01 09:07:00
188,Zara,1,2024-12-01 09:40:00
188,Bershka,1,2024-12-01 09:58:00
189,KFC,2,2024-12-01 09:03:00
190,Gigatron,1,2024-12-01 09:26:00
190,Bershka,1,2024-12-01 10:09:00
190,Stradivarius,1,2024-12-01 10:54:00
191,KFC,2,2024-12-01 09:07:00
191,Stradivarius,1,2024-12-01 09:17:00
191,Zara,1,2024-12-01 09:44:00
191,Pull&Bear,0,2024-12-01 10:10:00
191,H&M,0,2024-12-01 10:23:00
192,Replay,0,2024-12-01 09:08:00
192,nFashion,0,2024-12-01 09:23:00
192,McDonalds,2,2024-12-01 09:35:00
193,Fashion Friends,1,2024-12-01 09:19:00
193,Obrock,2,2024-12-01 09:38:00
194,Zara,1,2024-12-01 09:15:00
194,Sephora,1,2024-12-01 09:57:00
195,Zara,1,2024-12-01 09:20:00
195,Bershka,1,2024-12-01 09:57:00
195,Stradivarius,1,2024-12-01 10:35:00
195,Tehnomanija,0,2024-12-01 10:53:00
196,XYZ,1,2024-12-01 09:10:00
196,nFashion,0,2024-12-01 09:53:00
196,Superdry,1,2024-12-01 10:16:00
196,Fashion Friends,1,2024-12-01 10:57:00
197,Fashion Friends,1,2024-12-01 09:10:00
197,Stradivarius,1,2024-12-01 09:38:00
197,H&M,0,2024-12-01 10:12:00
197,Pull&Bear,0,2024-12-01 10:56:00
197,nFashion,0,2024-12-01 11:29:00
198,Sephora,1,2024-12-01 09:27:00
198,Gigatron,1,2024-12-01 10:03:00
199,DM,0,2024-12-01 09:20:00
199,H&M,0,2024-12-01 09:46:00
199,Pull&Bear,0,2024-12-01 10:21:00
200,Zara,1,2024-12-01 09:14:00
201,Zara,1,2024-12-01 09:24:00
202,KFC,2,2024-12-01 09:15:00
202,Sephora,1,2024-12-01 09:58:00
202,Lilly,1,2024-12-01 10:41:00
203,Games,1,2024-12-01 09:09:00
203,nSport,1,2024-12-01 09:48:00
203,Adidas,1,2024-12-01 10:24:00
204,Tehnomanija,0,2024-12-01 09:12:00
204,Philips,0,2024-12-01 09:35:00
204,Mi,0,2024-12-01 09:55:00
205,Gigatron,1,2024-12-01 09:18:00
205,XYZ,1,2024-12-01 09:41:00
205,Superdry,1,2024-12-01 10:18:00
205,Fashion Friends,1,2024-12-01 10:29:00
206,Games,1,2024-12-01 09:26:00
206,XYZ,1,2024-12-01 09:54:00
206,Zara,1,2024-12-01 10:38:00
206,nSport,1,2024-12-01 11:07:00
206,Adidas,1,2024-12-01 11:31:00
207,Nike,0,2024-12-01 09:04:00
207,Adidas,1,2024-12-01 09:31:00
207,Gigatron,1,2024-12-01 10:04:00
207,nSport,1,2024-12-01 10:20:00
208,BurritoMadre,2,2024-12-01 09:23:00
209,nSport,1,2024-12-01 09:14:00
209,Adidas,1,2024-12-01 09:36:00
209,Tehnomanija,0,2024-12-01 10:01:00
209,Gigatron,1,2024-12-01 10:34:00
210,McDonalds,2,2024-12-01 09:25:00
210,Superdry,1,2024-12-01 09:44:00
211,Sephora,1,2024-12-01 09:02:00
211,Lilly,1,2024-12-01 09:46:00
212,H&M,0,2024-12-01 09:17:00
213,Stradivarius,1,2024-12-01 09:05:00
213,Superdry,1,2024-12-01 09:19:00
214,Jasmin,0,2024-12-01 09:26:00
214,Replay,0,2024-12-01 10:03:00
